6.252518517459658698e-01,9.983255519620004570e-01
1.108532971234941877e+00,-5.932804094882952045e-02
5.481839537916357585e-01,-6.614995758489923272e-01
-3.996393074701104497e-01,-9.030737747204342636e-01
3.920614312132291168e-01,9.727050550679698926e-01
-7.994700554064646525e-01,-5.493170245165409638e-01
-3.357462637882455692e-01,-8.768695934294906680e-01
-1.056229940016044644e+00,1.063321858861495106e-01
7.892365908950670361e-01,6.470645586082919287e-01
-9.347268238314199174e-01,-5.607863377202471078e-01
-8.119472579334051643e-01,4.285520641785202089e-01
-1.049816848550990667e+00,4.392889998110688365e-02
-3.219059487558207366e-01,-1.115297022344811761e+00
-3.682341266557057069e-02,-9.168279699256938198e-01
-1.100870788882130524e+00,-1.905493100380395433e-01
1.011343221705951700e+00,-1.511716819140485890e-01
8.061249101268674888e-01,-3.764393033201298144e-01
8.977427971107460047e-01,6.736957803478067497e-01
2.641662230777526710e-01,-1.038927636387325659e+00
-8.309563644779316416e-01,-5.383507440348181960e-01
3.459125637837213163e-01,-1.073971536455714082e+00
-8.725226437214322894e-01,1.351952005758122466e-01
9.780326143574847864e-01,1.223498346974724420e-02
-5.049447394536800138e-01,8.423546377996720125e-01
9.638767697064229978e-01,6.500708846918386019e-01
-2.415530829177575112e-01,1.007325574128883572e+00
9.746596884768103930e-01,-4.493439504565376885e-01
7.544201051633421251e-01,-7.208834554403713568e-01
-1.009650117306514217e+00,-5.219185437370034153e-01
6.248610926998376947e-01,8.949532022696670142e-01
-3.982034841485837529e-01,-1.006951555648589514e+00
-1.025523341422096113e+00,-2.726130894432303720e-01
7.182073608602315140e-01,-7.433204603200458394e-01
4.825184777582423035e-01,-9.364193799533810925e-01
7.413598463477167888e-01,-5.978003766003199271e-01
8.685116238456589421e-01,1.357136756669844457e-01
-8.811228603669103432e-01,-4.260677142632299796e-01
-4.116137827841863106e-01,1.029004181460569267e+00
-4.183090468969276332e-02,1.079017525930877852e+00
-8.877264676639048391e-01,4.784202584862425889e-01
9.566211062835694445e-01,2.710718890114046653e-01
-6.585366295769549128e-01,8.680493573077038283e-01
1.848843471420331674e-01,-9.256198984015922004e-01
1.153173213962238819e+00,-1.717517831067486012e-01
6.011243784483086827e-01,9.371662084472509591e-01
1.098214760851171423e+00,2.410721309180063887e-01
-7.650164761146495129e-01,5.465437168763969122e-01
1.003586160830959750e+00,-3.966052092822395375e-02
1.034307807328507023e+00,2.492781478159224462e-01
1.098637922154719115e+00,4.760774022225759960e-01
-6.633529585345082635e-01,3.684752504967153675e-01
9.452927095731432638e-01,-1.162865755980792837e-01
-7.804183052815606425e-01,-5.788397950284084326e-01
-3.166646669354422627e-01,1.171802651912402515e+00
-9.136180360532032418e-01,-5.046389995443993914e-01
-9.200006382770509195e-01,1.698467381863519310e-01
-5.522005900291864222e-01,9.798418646099654739e-01
6.866127169816059750e-01,7.278831227018182082e-01
-5.181180644767687804e-01,8.052352184100926014e-01
-1.008634556256683190e+00,-4.921874733777402144e-01
1.032405936384941159e+00,-4.108826680732717285e-01
7.156763586826720980e-01,-5.989679149269628855e-01
7.454476798442128960e-01,-8.062277325114344251e-01
9.053169646351068023e-01,-4.329683646960110766e-01
-1.797263304896601910e-01,-1.100698474221363021e+00
-4.576170158150064671e-01,7.387849761430675954e-01
-9.257907363889936736e-01,-2.891301458990996887e-01
-3.295539345144126164e-01,1.014683081962995947e+00
3.421538507510055727e-01,-9.865486234908020791e-01
-7.304126198723428498e-01,-6.029033450955542106e-01
8.691070867372052700e-01,-4.738108498332915253e-01
1.058012537596608044e-01,1.160856760184686420e+00
8.562764251861991749e-01,-4.093598400999879927e-01
-9.642875360863232270e-01,-1.285956901185240642e-01
-7.776191070796365512e-01,3.126771809462484120e-01
-1.091526635147679059e-01,-7.780967971648014014e-01
-4.188981347235419261e-01,7.208356975805316758e-01
-1.107290350370989940e-01,-8.724047608745220117e-01
7.909163215085583953e-01,2.025173860916676116e-01
1.051794448181661901e+00,-1.894726726430267794e-01
3.996607916783431191e-01,-8.833711183347209284e-01
7.653017500103893589e-01,5.104472765462986228e-01
1.785522079182216004e-01,-1.202307457977012994e+00
-8.569399802671243682e-01,-1.230925562867208750e-01
-9.331910696588102683e-01,-7.102756353407122525e-01
1.025638037026468163e+00,-1.435074283353202917e-01
2.540336021857561022e-01,9.840521582349692764e-01
